S1_Light,S2_Light,S3_Light,S4_Light,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Temperature,Sound,Room_Occupancy_Count
150,236,180,10,1085,2.211538462,0,1,26.3,0.925,3
0,0,0,0,355,0.215384615,0,0,25.5175,0.0775,0
0,0,0,0,365,0.003846154,0,0,25.28,0.0574999999999999,0
162,253,84,62,520,0.65,0,0,25.8925,0.6675000000000001,2
4,4,22,15,350,0.0,0,0,24.89,0.0725,0
7,7,29,26,470,2.973076923,0,1,25.8125,0.105,3
9,10,44,29,355,-0.080769231,0,0,25.1275,0.07,0
3,3,16,11,360,0.046153846,0,0,25.0175,0.0625,0
0,0,0,0,360,-0.096153846,0,0,25.315,0.06,0
6,6,33,22,350,0.0,0,0,25.0325,0.07,0
0,0,0,0,360,-0.107692308,0,0,25.265,0.055,0
0,0,0,0,850,0.992307692,0,0,25.97,0.07,0
4,5,21,15,345,0.0,0,0,24.935,0.065,0
122,36,66,47,365,0.261538462,0,0,25.4375,0.29,1
155,236,71,54,500,2.457692308,1,0,25.455,0.85,2
9,10,44,29,355,0.0,0,0,25.125,0.075,0
0,0,0,0,375,-0.288461538,0,0,25.36,0.06,0
0,0,0,0,1095,-4.311538462,0,0,26.1725,0.06,0
14,17,66,47,355,0.0,0,0,25.2825,0.0725,0
10,10,47,33,355,-0.130769231,0,0,25.16,0.0675,0
117,27,195,23,630,0.223076923,1,0,25.955,0.4275,2
0,0,0,0,350,0.011538462,0,0,25.5175,0.07,0
0,0,0,0,820,-1.480769231,0,0,25.8625,0.0675,0
160,247,78,57,495,3.138461538,1,0,25.8475,0.3249999999999999,2
0,0,0,0,360,-0.05,0,0,25.2025,0.06,0
0,0,0,0,390,-1.423076923,0,0,25.44,0.0625,0
0,0,0,0,1135,-5.453846154,0,0,26.2025,0.0625,0
115,19,180,7,1000,-0.934615385,1,1,26.1575,0.885,2
0,0,0,0,355,-0.046153846,0,0,25.5025,0.0725,0
155,235,71,55,525,3.596153846,1,1,25.47,0.31,2
18,22,95,59,835,-6.138461538,0,0,26.1275,0.06,0
0,0,0,0,350,-0.253846154,0,0,25.25,0.065,0
2,2,12,7,345,0.0,0,0,24.9525,0.0675,0
5,6,30,20,360,0.0,0,0,25.08,0.06,0
0,0,0,0,365,0.0,0,0,25.22,0.065,0
14,18,67,49,355,0.0,0,0,25.5825,0.075,0
150,220,73,54,385,0.046153846,1,1,25.58,1.2574999999999998,2
156,248,74,54,385,0.242307692,1,1,25.61,0.4825,2
0,0,0,0,350,0.023076923,0,0,25.5325,0.0725,0
10,10,54,33,380,0.388461538,0,1,25.7675,0.235,3
150,236,180,10,1115,2.246153846,0,1,26.33,0.2075,3
0,0,0,0,385,0.0,0,0,25.41,0.0625,0
0,0,0,0,345,0.0,0,0,25.1575,0.065,0
6,7,35,23,360,-0.011538462,0,0,25.0825,0.06,0
0,0,0,0,355,-0.253846154,0,0,25.2825,0.0625,0
0,0,0,0,355,0.0,0,0,25.315,0.0675,0
0,0,0,0,365,-0.046153846,0,0,25.22,0.0575,0
0,0,0,0,505,-2.061538462,0,0,25.565,0.0575,0
0,0,0,0,365,0.0,0,0,25.33,0.06,0
5,5,27,18,360,0.0,0,0,25.0475,0.06,0
12,14,57,40,355,0.0,0,0,25.205,0.0725,0
17,20,74,53,355,0.0,0,0,25.4375,0.0775,0
148,235,178,10,930,2.588461538,1,1,26.2825,0.515,3
7,8,39,26,360,-0.042307692,0,0,25.0775,0.065,0
0,0,0,0,355,-0.292307692,0,0,25.2975,0.07,0
0,0,0,0,390,0.0,0,0,25.4525,0.0575,0
0,0,0,0,355,0.0,0,0,24.985,0.0574999999999999,0
0,0,0,0,385,-0.288461538,0,0,25.4075,0.055,0
0,0,0,0,1105,-4.396153846,0,0,26.1575,0.0625,0
150,238,180,10,1195,2.388461538,1,1,26.5325,1.255,3
10,13,56,35,370,0.876923077,1,0,25.565,0.5549999999999999,3
3,3,14,10,345,0.0,0,0,24.955,0.065,0
6,6,33,22,350,0.0,0,0,25.0,0.075,0
11,12,53,36,360,-0.069230769,0,0,25.16,0.0675,0
0,0,0,0,540,-2.180769231,0,0,25.595,0.06,0
12,15,62,45,355,0.0,0,0,25.5975,0.1025,0
14,18,85,53,690,-2.807692308,0,0,25.985,0.0574999999999999,0
6,6,31,21,350,0.0,0,0,24.985,0.0725,0
10,11,49,35,355,0.0,0,0,25.19,0.0775,0
165,254,270,71,875,1.507692308,1,1,26.44,0.6025,2
0,0,0,0,350,-0.023076923,0,0,25.5475,0.225,0
115,24,179,11,745,1.311538462,0,1,26.015,0.2725,2
0,0,5,3,355,-0.038461538,0,0,24.985,0.0625,0
0,0,0,0,360,0.0,0,0,25.19,0.06,0
0,0,0,0,350,-0.034615385,0,0,25.5025,0.07,0
20,24,84,61,355,0.0,0,0,25.55,0.1175,0
148,235,179,10,1000,3.011538462,0,0,26.2675,0.07,3
165,255,277,71,890,1.265384615,1,1,26.3575,0.29,3
10,10,53,33,370,0.646153846,1,1,25.6875,0.3324999999999999,3
13,16,63,45,355,0.0,0,0,25.6125,0.07,0
0,0,0,0,385,-0.088461538,0,0,25.4375,0.0625,0
0,0,0,0,350,0.0,0,0,25.55,0.0725,0
7,7,35,24,360,-0.019230769,0,0,25.015,0.0625,0
0,0,0,0,350,-0.015384615,0,0,25.5475,0.0775,0
0,0,0,0,355,-0.061538462,0,0,25.065,0.075,0
19,23,99,61,955,0.161538462,0,0,26.2375,0.0625,0
0,0,0,0,355,-0.169230769,0,0,25.0,0.06,0
10,10,45,32,355,0.0,0,0,25.1425,0.075,0
120,33,68,43,570,-0.407692308,0,0,25.9075,0.145,1
0,0,0,0,360,-0.130769231,0,0,25.1275,0.06,0
0,0,0,0,370,-0.073076923,0,0,25.33,0.06,0
142,227,5,6,840,-0.526923077,1,0,26.0,0.2525,2
0,0,0,0,430,-2.111538462,0,0,25.4375,0.065,0
7,8,39,26,355,0.0,0,0,25.0475,0.0725,0
162,253,81,60,510,2.319230769,1,0,25.86,0.4025,2
0,0,0,0,570,-2.226923077,0,0,25.595,0.0625,0
0,0,0,0,385,-0.088461538,0,0,25.425,0.07,0
4,4,29,16,675,3.403846154,0,1,25.8575,0.0975,3
0,0,0,0,360,0.026923077,0,0,25.2975,0.0575,0
165,257,278,73,930,1.196153846,1,0,26.44,0.0925,3
0,0,0,0,355,0.188461538,0,0,25.5025,0.07,0
0,0,0,0,345,0.0,0,0,25.25,0.06,0
17,20,73,53,355,0.0,0,0,25.4525,0.105,0
145,230,171,20,840,1.95,1,1,25.9875,0.57,2
0,0,0,0,355,0.0,0,0,25.33,0.0775,0
0,0,0,0,895,-3.173076923,0,0,25.925,0.0575,0
0,0,0,0,390,-1.615384615,0,0,25.455,0.0675,0
0,0,0,0,360,0.088461538,0,0,25.0175,0.0574999999999999,0
148,236,180,11,870,1.938461538,1,1,26.1425,0.085,3
17,20,75,52,355,0.0,0,0,25.3275,0.07,0
14,17,67,49,355,0.0,0,0,25.5975,0.0775,0
0,0,0,0,845,-2.573076923,0,0,25.8425,0.06,0
0,0,0,0,350,-0.042307692,0,0,25.5475,0.0725,0
0,0,0,0,370,-0.165384615,0,0,25.3475,0.0625,0
6,7,33,21,345,0.0,0,0,25.035,0.065,0
7,8,37,24,355,0.0,0,0,25.0325,0.0675,0
120,36,65,46,360,0.034615385,0,0,25.375,0.805,1
0,0,0,0,350,-0.157692308,0,0,25.5025,0.0775,0
0,0,0,0,360,-0.053846154,0,0,25.265,0.055,0
0,0,0,0,390,-1.061538462,0,0,25.44,0.065,0
0,0,0,0,365,-0.076923077,0,0,25.3925,0.0575,0
12,14,58,40,360,-0.003846154,0,0,25.22,0.065,0
0,0,0,0,360,0.023076923,0,0,25.1725,0.06,0
11,12,53,36,355,-0.065384615,0,0,25.16,0.065,0
11,13,54,38,360,0.057692308,0,0,25.25,0.0675,0
3,3,18,13,360,0.073076923,0,0,25.0325,0.0575,0
0,0,0,0,355,-0.069230769,0,0,25.47,0.07,0
10,11,49,34,360,0.096153846,0,0,25.19,0.065,0
0,0,0,0,355,0.0,0,0,25.44,0.0725,0
0,0,0,0,355,-0.011538462,0,0,25.44,0.0875,0
0,0,0,0,770,-2.226923077,0,0,25.78,0.0675,0
0,0,0,0,380,-0.25,0,0,25.4075,0.0625,0
123,35,58,44,410,0.607692308,1,0,25.065,0.2075,1
0,0,0,0,630,-1.665384615,0,0,25.61,0.0675,0
0,0,0,0,385,-0.046153846,0,0,25.4525,0.0574999999999999,0
150,235,186,10,1025,1.953846154,0,1,26.205,0.1674999999999999,3
7,7,36,24,360,0.011538462,0,0,25.0975,0.065,0
0,0,0,0,500,-1.880769231,0,0,25.5975,0.0625,0
0,0,0,0,350,-0.111538462,0,0,25.25,0.07,0
17,20,74,53,355,0.0,0,0,25.4375,0.0675,0
0,0,5,4,350,0.0,0,0,24.985,0.07,0
0,0,0,0,355,0.0,0,0,25.1575,0.07,0
6,6,33,22,350,0.0,0,0,25.015,0.07,0
6,6,32,21,360,0.0,0,0,25.0,0.07,0
120,25,48,35,415,-1.761538462,0,0,26.11,0.135,1
16,19,70,49,355,0.0,0,0,25.315,0.07,0
19,23,100,61,975,0.6,0,0,26.265,0.06,0
0,0,0,0,650,-2.184615385,0,0,25.6275,0.07,0
5,5,29,20,360,0.0,0,0,24.9675,0.0625,0
0,0,0,0,355,0.107692308,0,0,25.5025,0.075,0
0,0,0,0,350,0.084615385,0,0,25.5025,0.065,0
0,0,0,0,355,0.0,0,0,25.3625,0.075,0
114,19,179,7,1035,0.426923077,1,0,26.1875,0.2525,2
0,0,0,0,370,-0.257692308,0,0,25.375,0.0625,0
0,0,0,0,355,0.023076923,0,0,25.5325,0.07,0
147,231,175,21,800,1.011538462,0,1,25.955,0.095,2
149,234,185,10,955,2.142307692,0,0,26.1725,0.1375,3
146,231,173,20,820,-0.080769231,1,1,25.9875,0.495,2
0,0,0,0,355,-0.026923077,0,0,25.1125,0.065,0
5,5,25,18,355,0.146153846,0,0,24.9675,0.06,0
164,255,277,71,900,1.461538462,1,1,26.3275,0.195,3
5,5,26,18,360,0.111538462,0,0,24.985,0.0625,0
10,12,49,35,355,0.0,0,0,25.19,0.0725,0
148,234,178,10,970,4.173076923,1,0,26.235,0.2675,3
150,235,185,10,885,3.211538462,0,0,26.1575,1.9375,3
14,16,61,44,355,0.0,0,0,25.2825,0.0675,0
0,0,0,0,360,0.065384615,0,0,25.0025,0.0625,0
0,0,0,0,375,0.0,0,0,25.33,0.055,0
115,25,38,22,615,0.253846154,1,0,25.9375,0.52,1
0,0,0,0,360,-0.069230769,0,0,25.1875,0.065,0
145,230,170,19,830,1.638461538,1,1,25.9875,0.2175,2
0,0,0,0,355,0.0,0,0,25.1875,0.07,0
114,19,180,7,1035,-0.196153846,0,0,26.1725,0.09,2
5,5,29,17,655,2.888461538,0,1,25.86,0.1974999999999999,3
0,0,0,0,355,0.134615385,0,0,25.485,0.07,0
10,11,56,35,370,0.184615385,1,1,25.5175,0.49,3
0,0,0,0,435,-1.223076923,0,0,25.515,0.06,0
6,7,35,24,355,0.019230769,0,0,25.5975,0.0775,0
0,0,0,0,955,-2.261538462,0,0,25.97,0.0574999999999999,0
116,20,24,15,535,0.719230769,1,0,26.1875,0.6025,1
114,19,179,7,1045,-0.361538462,0,0,26.1725,0.08,2
0,0,0,0,820,-3.084615385,0,0,25.8625,0.06,0
0,0,0,0,595,-2.103846154,0,0,25.6425,0.06,0
0,0,0,0,1055,-4.676923077,0,0,26.1125,0.0575,0
0,0,0,0,385,0.0,0,0,25.455,0.065,0
0,0,0,0,365,0.0,0,0,25.3475,0.0625,0
0,0,0,0,380,-0.242307692,0,0,25.4075,0.0574999999999999,0
0,0,0,0,840,0.419230769,0,0,25.94,0.0875,0
0,0,0,0,355,0.153846154,0,0,25.455,0.075,0
0,0,0,0,750,-2.161538462,0,0,25.7825,0.06,0
150,240,180,12,835,1.684615385,1,1,26.0625,0.11,3
0,0,0,0,355,0.0,0,0,25.2825,0.065,0
0,0,0,0,895,-3.219230769,0,0,25.91,0.0575,0
0,0,0,0,345,0.0,0,0,24.985,0.065,0
10,13,56,35,370,1.184615385,0,0,25.6425,0.295,3
6,8,36,23,555,3.388461538,0,0,25.8275,0.08,3
0,0,0,0,370,-0.084615385,0,0,25.375,0.065,0
0,0,0,0,430,-1.080769231,0,0,25.5325,0.0625,0
13,14,58,40,355,0.0,0,0,25.2375,0.0725,0
146,230,174,21,800,1.692307692,0,0,25.955,0.285,2
5,6,29,21,350,-1.23e-17,0,0,25.58,0.07,0
6,6,33,22,360,0.0,0,0,25.05,0.06,0
6,6,32,20,360,0.0,0,0,24.9675,0.06,0
0,0,0,0,785,-1.942307692,0,0,25.8125,0.0575,0
11,12,60,44,485,-1.830769231,0,0,26.125,0.07,0
0,0,0,0,360,0.030769231,0,0,25.0,0.0625,0
163,247,269,69,850,5.015384615,1,1,26.44,1.4275000000000002,3
0,0,0,0,725,-2.165384615,0,0,25.765,0.0625,0
6,6,33,22,350,0.0,0,0,25.05,0.075,0
8,9,42,29,355,-0.15,0,0,25.065,0.0625,0
10,10,53,33,380,0.457692308,0,1,25.7825,0.7474999999999999,3
0,0,0,0,355,-0.092307692,0,0,24.97,0.0625,0
0,0,0,0,390,-1.45,0,0,25.485,0.06,0
150,239,181,11,1195,1.580769231,0,0,26.625,0.3225,3
0,0,0,0,465,-0.980769231,0,0,25.53,0.0574999999999999,0
124,38,70,51,365,0.3,1,0,25.4375,0.2775,1
4,4,20,14,360,-0.026923077,0,0,25.0475,0.0575,0
0,0,0,0,645,-2.207692308,0,0,25.6725,0.06,0
0,0,0,0,460,-2.276923077,0,0,25.565,0.055,0
6,8,36,25,350,-0.226923077,0,0,25.5975,0.0725,0
148,235,179,11,875,2.273076923,1,1,26.22,0.5375000000000001,3
0,0,0,0,365,0.026923077,0,0,25.3325,0.06,0
0,0,0,0,355,0.015384615,0,0,25.47,0.0725,0
14,18,69,49,355,0.0,0,0,25.5825,0.0725,0
6,6,32,22,350,0.0,0,0,25.015,0.0725,0
149,234,185,10,965,2.065384615,0,1,26.22,0.2399999999999999,3
15,18,69,49,355,0.0,0,0,25.345,0.0725,0
4,4,20,14,345,0.0,0,0,24.9525,0.065,0
0,0,1,0,345,0.0,0,0,24.9675,0.065,0
14,15,72,53,585,-2.380769231,0,0,26.1725,0.0675,0
0,0,0,0,365,0.0,0,0,25.3775,0.0625,0
0,0,0,0,380,-0.261538462,0,0,25.41,0.0625,0
0,0,0,0,620,-2.080769231,0,0,25.6425,0.0625,0
17,20,75,54,355,0.0,0,0,25.4825,0.0725,0
5,6,30,22,355,0.161538462,0,0,25.595,0.0725,0
0,0,0,0,350,-0.053846154,0,0,25.5175,0.0675,0
0,0,0,0,370,0.0,0,0,25.33,0.0575,0
0,0,0,0,360,-0.053846154,0,0,25.1275,0.0574999999999999,0
159,247,224,64,660,0.492307692,1,1,26.39,1.505,3
10,10,47,32,355,0.092307692,0,0,25.1425,0.065,0
0,0,0,0,350,0.046153846,0,0,25.5175,0.07,0
118,21,26,20,515,1.6,0,0,26.1875,0.105,1
5,5,29,20,350,0.0,0,0,24.9675,0.0775,0
0,0,0,0,930,-2.869230769,0,0,25.94,0.06,0
0,0,0,0,350,-0.157692308,0,0,25.4875,0.0725,0
0,0,4,3,355,-0.030769231,0,0,24.9675,0.0625,0
0,0,0,0,370,-0.138461538,0,0,25.3625,0.06,0
115,25,40,23,620,0.6,0,0,25.92,0.0825,1
155,242,190,60,645,0.426923077,1,0,26.315,0.42,2
0,0,0,0,560,-2.203846154,0,0,25.595,0.0775,0
0,0,0,0,355,0.1,0,0,25.5025,0.075,0
7,9,38,28,355,0.0,0,0,25.6275,0.09,0
119,24,199,18,565,1.569230769,0,1,25.97,0.495,2
119,24,198,18,570,2.011538462,1,0,25.97,0.6100000000000001,2
0,0,0,0,770,-2.465384615,0,0,25.7675,0.065,0
117,26,189,20,655,1.069230769,0,0,25.97,0.13,2
12,12,59,44,525,-0.35,0,0,26.11,0.095,0
0,0,0,0,375,-0.3,0,0,25.36,0.06,0
0,0,0,0,360,0.046153846,0,0,25.1425,0.0625,0
162,247,228,70,815,7.380769231,1,1,26.455,0.7225,3
0,0,0,0,360,-0.046153846,0,0,25.095,0.06,0
3,3,17,12,350,0.0,0,0,24.9675,0.07,0
1,1,9,5,350,0.0,0,0,24.9675,0.0725,0
0,0,0,0,365,-0.042307692,0,0,25.2025,0.0625,0
8,9,42,29,355,0.0,0,0,25.0475,0.0675,0
0,0,0,0,565,-1.942307692,0,0,25.565,0.0625,0
0,0,0,0,355,-0.030769231,0,0,25.1125,0.0725,0
7,8,39,26,360,0.0,0,0,25.0475,0.06,0
4,4,20,14,360,0.065384615,0,0,24.9375,0.0625,0
0,0,0,0,590,-2.807692308,0,0,25.61,0.0574999999999999,0
0,0,0,0,355,3.08e-18,0,0,25.4225,0.075,0
5,5,24,17,345,0.0,0,0,24.97,0.0675,0
0,0,0,0,380,-0.269230769,0,0,25.4225,0.0574999999999999,0
0,0,0,0,360,0.0,0,0,25.095,0.0675,0
117,23,190,12,685,2.7,0,1,26.0175,0.4025,2
5,5,29,20,360,0.046153846,0,0,24.985,0.0625,0
1,1,10,6,360,0.030769231,0,0,25.0175,0.0675,0
17,20,77,55,355,0.0,0,0,25.58,0.0725,0
114,19,180,7,1020,0.569230769,0,0,26.1275,0.09,2
0,0,0,0,350,0.026923077,0,0,25.5025,0.0725,0
0,0,0,0,375,-0.030769231,0,0,25.3475,0.0625,0
0,0,0,0,360,0.030769231,0,0,25.1275,0.0574999999999999,0
0,0,0,0,355,0.057692308,0,0,25.5175,0.075,0
5,6,30,20,360,0.0,0,0,24.9825,0.0574999999999999,0
2,2,14,9,355,0.038461538,0,0,24.9525,0.0625,0
4,5,24,15,355,-0.019230769,0,0,25.5975,0.0675,0
0,0,5,3,355,-0.138461538,0,0,25.035,0.06,0
14,16,62,44,355,0.0,0,0,25.315,0.075,0
0,0,0,0,360,0.0,0,0,25.1275,0.065,0
0,0,0,0,345,0.0,0,0,25.205,0.065,0
2,2,11,8,350,-0.030769231,0,0,25.58,0.0725,0
1,1,8,5,350,0.0,0,0,25.595,0.07,0
0,0,0,0,355,0.011538462,0,0,24.9525,0.0625,0
6,6,34,22,360,0.0,0,0,24.9675,0.0625,0
147,233,176,23,810,1.592307692,1,1,25.955,0.1025,2
119,24,195,16,585,1.461538462,1,1,25.97,1.0424999999999998,2
14,18,82,51,715,-2.55,0,0,26.0,0.0675,0
0,0,0,0,380,-0.215384615,0,0,25.36,0.0574999999999999,0
14,15,60,44,355,0.0,0,0,25.3125,0.0725,0
14,17,80,49,675,-1.807692308,0,0,25.97,0.0625,0
0,0,0,0,385,-0.046153846,0,0,25.425,0.065,0
6,6,32,20,360,0.0,0,0,24.9825,0.065,0
160,249,78,58,600,1.638461538,1,1,26.2325,0.62,2
10,10,49,33,355,-0.092307692,0,0,25.175,0.06,0
2,2,11,8,350,-0.026923077,0,0,25.58,0.0725,0
0,0,0,0,355,0.0,0,0,25.4225,0.0725,0
157,244,76,59,590,1.842307692,1,0,26.045,0.4425,2
0,0,0,0,560,-1.780769231,0,0,25.6275,0.0625,0
8,8,33,29,435,2.5,0,1,25.845,0.0875,3
19,23,84,60,355,0.0,0,0,25.55,0.0725,0
118,23,190,13,670,3.138461538,0,0,26.0025,0.8025,2
118,24,192,14,625,2.146153846,0,0,25.97,0.1699999999999999,2
0,0,2,1,350,-0.134615385,0,0,25.0325,0.07,0
14,16,63,45,360,-0.007692308,0,0,25.315,0.0625,0
0,0,0,0,385,-0.146153846,0,0,25.455,0.06,0
0,0,0,0,390,-0.546153846,0,0,25.4375,0.06,0
3,3,16,11,350,0.0,0,0,24.97,0.0775,0
0,0,0,0,355,0.023076923,0,0,25.4225,0.0725,0
0,0,0,0,380,0.0,0,0,25.4075,0.07,0
0,0,0,0,835,-0.007692308,0,0,25.91,0.06,0
6,6,30,20,345,0.0,0,0,25.0025,0.0625,0
0,0,0,0,355,0.046153846,0,0,25.41,0.07,0
150,234,185,10,985,2.019230769,1,1,26.22,0.3475,3
0,0,0,0,350,-0.253846154,0,0,25.2675,0.0975,0
0,0,0,0,355,0.096153846,0,0,25.44,0.0675,0
0,0,0,0,345,0.0,0,0,24.97,0.065,0
141,227,174,10,1245,2.184615385,1,1,26.785,0.755,3
146,230,171,20,835,1.996153846,1,1,25.9875,0.4225,2
8,10,43,31,355,0.0,0,0,25.6125,0.07,0
155,235,71,54,510,2.723076923,1,1,25.4375,1.16,2
2,2,11,7,350,0.0,0,0,24.9675,0.0725,0
20,24,85,63,355,0.0,0,0,25.5325,0.0775,0
12,13,61,45,540,-0.396153846,0,0,26.1725,0.3324999999999999,0
0,0,0,0,385,0.0,0,0,25.4075,0.065,0
0,0,0,0,755,-2.423076923,0,0,25.7975,0.06,0
0,0,0,0,350,-0.165384615,0,0,25.455,0.0725,0
0,0,0,0,380,-0.161538462,0,0,25.4375,0.06,0
3,3,16,10,360,0.023076923,0,0,25.0475,0.0675,0
150,241,187,12,775,3.076923077,0,0,26.0625,0.5950000000000001,3
4,5,23,15,355,0.05,0,0,24.9525,0.065,0
0,0,0,0,350,-0.042307692,0,0,25.5025,0.0675,0
6,7,34,22,360,0.0,0,0,25.05,0.06,0
0,0,0,0,370,0.0,0,0,25.295,0.06,0
15,17,67,47,355,0.0,0,0,25.3,0.0675,0
124,37,66,48,360,0.0,0,0,25.4225,0.305,1
0,0,0,0,360,0.003846154,0,0,25.1425,0.06,0
0,0,0,0,360,-0.034615385,0,0,25.065,0.0574999999999999,0
0,0,0,0,460,-1.011538462,0,0,25.53,0.0575,0
6,7,35,22,360,-0.019230769,0,0,25.05,0.06,0
14,14,68,49,630,0.338461538,0,0,26.1875,0.0725,0
0,0,0,0,365,-0.092307692,0,0,25.28,0.0574999999999999,0
0,0,0,0,825,-1.423076923,0,0,25.8625,0.0625,0
0,0,0,0,360,-0.046153846,0,0,25.1575,0.0625,0
0,0,0,0,1015,-4.2,0,0,26.0475,0.0575,0
156,239,64,50,445,0.719230769,0,1,25.345,0.32,2
19,23,80,59,355,0.0,0,0,25.5175,0.0849999999999999,0
0,0,0,0,915,-3.057692308,0,0,25.8925,0.0625,0
0,0,0,0,450,-1.746153846,0,0,25.455,0.0625,0
115,25,38,21,620,0.296153846,0,0,25.955,0.065,1
0,0,0,0,355,-0.046153846,0,0,25.485,0.075,0
123,38,70,50,375,0.3,1,0,25.535,0.345,1
0,0,0,0,470,-0.884615385,0,0,25.485,0.0625,0
0,0,0,0,390,-0.080769231,0,0,25.4675,0.0574999999999999,0
0,0,0,0,355,0.092307692,0,0,25.485,0.0675,0
1,1,9,5,355,0.053846154,0,0,25.0325,0.0625,0
0,0,0,0,355,0.0,0,0,25.2175,0.0725,0
0,0,0,0,390,-0.926923077,0,0,25.4675,0.055,0
0,0,0,0,890,-3.55,0,0,25.875,0.0625,0
0,0,0,0,360,0.0,0,0,25.2025,0.06,0
0,0,0,0,370,0.0,0,0,25.3925,0.0574999999999999,0
0,0,0,0,355,-0.111538462,0,0,25.5325,0.075,0
150,239,182,11,1195,-0.161538462,1,1,26.6875,0.8125,3
155,233,75,57,555,2.896153846,1,1,25.53,0.3975,2
12,14,54,39,355,0.0,0,0,25.2675,0.07,0
0,0,5,3,350,-0.107692308,0,0,25.0175,0.0675,0
0,0,0,0,375,0.0,0,0,25.33,0.0574999999999999,0
0,0,0,0,345,0.0,0,0,25.095,0.0675,0
5,6,29,20,345,0.0,0,0,24.9875,0.065,0
157,244,76,59,595,1.246153846,0,0,26.0025,0.345,2
150,238,181,10,1210,-0.407692308,1,1,26.7825,1.065,3
0,0,0,0,495,-1.515384615,0,0,25.58,0.0625,0
13,15,59,42,355,0.0,0,0,25.2525,0.07,0
148,235,179,11,890,2.880769231,1,1,26.5,0.73,3
0,0,0,0,365,0.0,0,0,25.235,0.0625,0
0,0,0,0,760,-2.184615385,0,0,25.75,0.0625,0
18,20,76,54,355,0.0,0,0,25.36,0.075,0
0,0,5,4,350,0.0,0,0,25.0,0.08,0
5,7,33,23,350,0.161538462,0,0,25.5975,0.07,0
0,0,0,0,350,-6.16e-18,0,0,25.5025,0.0725,0
0,0,0,0,370,0.0,0,0,25.3625,0.055,0
0,0,3,2,355,-0.011538462,0,0,24.985,0.0625,0
0,0,4,3,355,-0.080769231,0,0,25.05,0.06,0
9,10,45,30,355,-0.103846154,0,0,25.145,0.065,0
0,0,0,0,505,-1.65,0,0,25.58,0.06,0
150,237,180,11,1165,3.153846154,0,0,26.345,0.4125,3
1,1,6,5,350,0.0,0,0,25.58,0.0725,0
2,2,11,7,360,0.011538462,0,0,25.0175,0.0625,0
165,256,277,73,910,1.461538462,0,1,26.4075,0.1425,3
0,0,0,0,355,-0.003846154,0,0,25.455,0.0725,0
119,32,65,40,575,-0.761538462,0,0,25.9225,0.305,1
149,234,185,10,950,2.980769231,0,0,26.19,0.12,3
156,243,80,61,640,0.526923077,1,0,26.33,0.3275,2
0,0,0,0,475,-1.342307692,0,0,25.58,0.06,0
17,20,75,54,355,0.0,0,0,25.4225,0.0725,0
0,0,0,0,615,-1.9,0,0,25.6575,0.06,0
121,35,65,46,360,0.1,0,0,25.36,0.45,1
142,226,172,10,1225,0.838461538,0,1,26.72,0.5025,3
6,6,32,21,350,0.0,0,0,25.0175,0.0725,0
0,0,0,0,655,-2.434615385,0,0,25.675,0.0575,0
10,12,51,35,360,0.103846154,0,0,25.22,0.07,0
0,0,0,0,345,-0.126923077,0,0,25.25,0.065,0
118,24,193,14,610,1.75,1,1,25.9875,1.2400000000000002,2
5,5,27,18,360,0.1,0,0,24.97,0.06,0
16,20,70,50,355,0.0,0,0,25.4075,0.0675,0
117,27,45,26,610,0.626923077,0,0,25.92,0.0625,1
0,0,0,0,380,0.0,0,0,25.3925,0.0625,0
5,7,24,22,595,3.65,0,0,25.845,0.3,3
0,0,0,0,575,-1.746153846,0,0,25.6125,0.06,0
14,16,65,46,360,0.084615385,0,0,25.2825,0.065,0
0,0,0,0,550,-2.057692308,0,0,25.61,0.06,0
0,0,0,0,420,-1.184615385,0,0,25.455,0.0625,0
14,16,64,45,360,-0.065384615,0,0,25.315,0.065,0
0,0,0,0,420,-1.230769231,0,0,25.5175,0.06,0
0,0,0,0,665,-1.903846154,0,0,25.6725,0.0625,0
10,12,51,35,360,0.192307692,0,0,25.22,0.0625,0
0,0,0,0,350,-0.169230769,0,0,25.5175,0.0775,0
2,2,14,9,360,-0.080769231,0,0,25.035,0.06,0
0,0,0,0,465,-1.965384615,0,0,25.55,0.055,0
9,11,50,30,385,0.526923077,1,1,25.7825,0.4225,3
0,0,0,0,360,-0.103846154,0,0,25.2975,0.0625,0
3,3,19,12,755,2.865384615,1,1,25.8925,0.135,3
6,7,32,21,345,0.0,0,0,24.9875,0.065,0
160,244,75,56,650,1.769230769,1,1,26.2975,0.985,2
0,0,0,0,830,-1.469230769,0,0,25.8125,0.06,0
114,19,180,7,1030,0.423076923,0,0,26.1275,0.77,2
17,20,75,53,355,0.0,0,0,25.4075,0.075,0
8,10,41,30,355,0.0,0,0,25.6275,0.0725,0
0,0,0,0,370,-0.042307692,0,0,25.2975,0.0575,0
123,35,60,45,435,0.953846154,0,0,25.1575,0.0875,1
10,12,49,36,355,0.0,0,0,25.6125,0.07,0
119,29,53,32,595,0.365384615,1,0,25.9225,0.1775,1
7,8,38,25,355,0.0,0,0,25.045,0.0675,0
0,0,0,0,355,0.0,0,0,25.2825,0.0675,0
0,0,0,0,350,-0.042307692,0,0,25.5025,0.0725,0
114,19,180,7,1020,-0.553846154,0,0,26.1575,0.2025,2
0,0,0,0,390,-0.873076923,0,0,25.5025,0.06,0
